NAME,CITY,STATE,ZIP,CNTY,NMCNTY,CD,SLDL,SLDU,SCHOOLYEAR
Mid-Columbia Parent Partnership,KENNEWICK,WA,99336,53005,Benton County,5304,53008,53008,2017-2018
Phoenix High School,Kennewick,WA,99338,53005,Benton County,5304,53008,53008,2017-2018
Legacy High School,KENNEWICK,WA,99336,53005,Benton County,5304,53008,53008,2017-2018
Cottonwood Elementary,Kennewick,WA,99338,53005,Benton County,5304,53016,53016,2017-2018
Benton County Jail,Kennewick,WA,99337,53005,Benton County,5304,53008,53008,2017-2018
Sage Crest Elementary,Kennewick,WA,99338,53005,Benton County,5304,53008,53008,2017-2018
Chinook Middle School,Kennewick,WA,99338,53005,Benton County,5304,53008,53008,2017-2018
Cedar Valley Elementary School,Kent,WA,98042,53033,King County,5308,53047,53047,2017-2018
Covington Elementary School,Covington,WA,98042,53033,King County,5308,53047,53047,2017-2018
East Hill Elementary School,Kent,WA,98031,53033,King County,5309,53033,53033,2017-2018
Fairwood Elementary School,Renton,WA,98058,53033,King County,5308,53011,53011,2017-2018
Grass Lake Elementary School,Kent,WA,98042,53033,King County,5308,53047,53047,2017-2018
Kent Elementary School,Kent,WA,98032,53033,King County,5309,53033,53033,2017-2018
Kent-Meridian High School,Kent,WA,98030,53033,King County,5309,53047,53047,2017-2018
Kentridge High School,Kent,WA,98031,53033,King County,5309,53047,53047,2017-2018
Lake Youngs Elementary School,Kent,WA,98042,53033,King County,5308,53047,53047,2017-2018
Meeker Middle School,Renton,WA,98058,53033,King County,5308,53011,53011,2017-2018
Meridian Elementary School,Kent,WA,98042,53033,King County,5308,53047,53047,2017-2018
Meridian Middle School,Kent,WA,98031,53033,King County,5309,53047,53047,2017-2018
Panther Lake Elementary School,Kent,WA,98031,53033,King County,5309,53047,53047,2017-2018
Park Orchard Elementary School,Kent,WA,98031,53033,King County,5309,53047,53047,2017-2018
Pine Tree Elementary School,Kent,WA,98030,53033,King County,5308,53047,53047,2017-2018
Scenic Hill Elementary School,Kent,WA,98030,53033,King County,5309,53033,53033,2017-2018
Soos Creek Elementary School,Kent,WA,98031,53033,King County,5309,53047,53047,2017-2018
Springbrook Elementary School,Kent,WA,98031,53033,King County,5309,53033,53033,2017-2018
George T. Daniel Elementary School,Kent,WA,98030,53033,King County,5308,53047,53047,2017-2018
Sunrise Elementary School,Kent,WA,98042,53033,King County,5309,53047,53047,2017-2018
Cedar Heights Middle School,Kent,WA,98042,53033,King County,5308,53047,53047,2017-2018
Meadow Ridge Elementary School,Kent,WA,98030,53033,King County,5308,53047,53047,2017-2018
Sawyer Woods Elementary School,Black Diamond,WA,98010,53033,King County,5308,53047,53047,2017-2018
Crestwood Elementary School,Covington,WA,98042,53033,King County,5308,53047,53047,2017-2018
Mattson Middle School,Covington,WA,98042,53033,King County,5308,53047,53047,2017-2018
Kentwood High School,Covington,WA,98042,53033,King County,5308,53047,53047,2017-2018
Ridgewood Elementary School,Renton,WA,98058,53033,King County,5308,53011,53011,2017-2018
Martin Sortun Elementary School,Kent,WA,98030,53033,King County,5308,53047,53047,2017-2018
Jenkins Creek Elementary School,Covington,WA,98042,53033,King County,5308,53047,53047,2017-2018
Carriage Crest Elementary School,Renton,WA,98058,53033,King County,5308,53011,53011,2017-2018
Neely O Brien Elementary School,Kent,WA,98032,53033,King County,5309,53033,53033,2017-2018
Horizon Elementary School,Kent,WA,98042,53033,King County,5308,53047,53047,2017-2018
Northwood Middle School,Renton,WA,98058,53033,King County,5308,53047,53047,2017-2018
Glenridge Elementary,Kent,WA,98031,53033,King County,5309,53011,53011,2017-2018
Kent Mountain View Academy,Des Moines,WA,98198,53033,King County,5309,53033,53033,2017-2018
Kentlake High School,Kent,WA,98042,53033,King County,5308,53005,53005,2017-2018
Regional Justice Center,Kent,WA,98030,53033,King County,5308,53047,53047,2017-2018
Emerald Park Elementary School,Kent,WA,98031,53033,King County,5309,53047,53047,2017-2018
Millennium Elementary School,Kent,WA,98030,53033,King County,5308,53047,53047,2017-2018
Mill Creek Middle School,Kent,WA,98032,53033,King County,5309,53033,53033,2017-2018
Kent Phoenix Academy,Kent,WA,98030,53033,King County,5308,53047,53047,2017-2018
Birth to Age 2,Kent,WA,98030,53033,King County,5308,53047,53047,2017-2018
iGrad,Kent,WA,98030,53033,King County,5308,53047,53047,2017-2018
The Outreach Program,Kent,WA,98030,53033,King County,5308,53047,53047,2017-2018
Kettle Falls Elementary School,Kettle Falls,WA,99141,53065,Stevens County,5305,53007,53007,2017-2018
Kettle Falls Middle School,KETTLE FALLS,WA,99141,53065,Stevens County,5305,53007,53007,2017-2018
Kettle Falls High School,KETTLE FALLS,WA,99141,53065,Stevens County,5305,53007,53007,2017-2018
Columbia Virtual Academy - Kettle Falls,Kettle Falls,WA,99141,53065,Stevens County,5305,53007,53007,2017-2018
Kiona-Benton City High School,Benton City,WA,99320,53005,Benton County,5304,53016,53016,2017-2018
Kiona-Benton City Middle School,Benton City,WA,99320,53005,Benton County,5304,53016,53016,2017-2018
Kiona-Benton City Primary School,Benton City,WA,99320,53005,Benton County,5304,53016,53016,2017-2018
Kiona-Benton Intermediate School,Benton City,WA,99320,53005,Benton County,5304,53016,53016,2017-2018
Kittitas Elementary School,Kittitas,WA,98934,53037,Kittitas County,5308,53013,53013,2017-2018
Kittitas High School,Kittitas,WA,98934,53037,Kittitas County,5308,53013,53013,2017-2018
Parke Creek Treatment Ctr,Ellensburg,WA,98926,53037,Kittitas County,5308,53013,53013,2017-2018
Kittitas B-5 Special Ed Program,Kittitas,WA,98934,53037,Kittitas County,5308,53013,53013,2017-2018
Klickitat Elem & High,Klickitat,WA,98628,53039,Klickitat County,5303,53014,53014,2017-2018
La Conner Elementary,LA CONNER,WA,98257,53057,Skagit County,5302,53010,53010,2017-2018
La Conner High School,LA CONNER,WA,98257,53057,Skagit County,5302,53010,53010,2017-2018
La Conner Middle,LA CONNER,WA,98257,53057,Skagit County,5302,53010,53010,2017-2018
Lacrosse Elementary School,LaCrosse,WA,99143,53075,Whitman County,5305,53009,53009,2017-2018
Lacrosse High School,LaCrosse,WA,99143,53075,Whitman County,5305,53009,53009,2017-2018
La Center Middle School,La Center,WA,98629,53011,Clark County,5303,53018,53018,2017-2018
La Center Elementary,La Center,WA,98629,53011,Clark County,5303,53018,53018,2017-2018
La Center High School,La Center,WA,98629,53011,Clark County,5303,53018,53018,2017-2018
La Center Home School Academy,La Center,WA,98629,53011,Clark County,5303,53018,53018,2017-2018
Glenwood Elementary,Lake Stevens,WA,98258,53061,Snohomish County,5301,53044,53044,2017-2018
Skyline Elementary,Lake Stevens,WA,98258,53061,Snohomish County,5301,53044,53044,2017-2018
Hillcrest Elementary School,Lake Stevens,WA,98258,53061,Snohomish County,5301,53044,53044,2017-2018
Lake Stevens Middle School,Lake Stevens,WA,98258,53061,Snohomish County,5301,53044,53044,2017-2018
Lake Stevens Sr High School,Lake Stevens,WA,98258,53061,Snohomish County,5301,53044,53044,2017-2018
Mt. Pilchuck Elementary School,Lake Stevens,WA,98258,53061,Snohomish County,5301,53044,53044,2017-2018
Sunnycrest Elementary School,Lake Stevens,WA,98258,53061,Snohomish County,5301,53044,53044,2017-2018
Prove High School,Lake Stevens,WA,98258,53061,Snohomish County,5301,53044,53044,2017-2018
North Lake Middle School,Lake Stevens,WA,98258,53061,Snohomish County,5301,53044,53044,2017-2018
Homelink,Lake Stevens,WA,98258,53061,Snohomish County,5301,53044,53044,2017-2018
Highland Elementary,Lake Stevens,WA,98258,53061,Snohomish County,5301,53044,53044,2017-2018
Cavelero Mid High School,Lake Stevens,WA,98258,53061,Snohomish County,5301,53044,53044,2017-2018
Early Learning Center,Lake Stevens,WA,98258,53061,Snohomish County,5301,53044,53044,2017-2018
Outcomes for Academic Resilience,Lake Stevens,WA,98258,53061,Snohomish County,5301,53044,53044,2017-2018
Bell Elementary,Kirkland,WA,98033,53033,King County,5301,53045,53045,2017-2018
Audubon Elementary,Redmond,WA,98052,53033,King County,5301,53048,53048,2017-2018
Franklin Elementary,Kirkland,WA,98033,53033,King County,5301,53048,53048,2017-2018
Rush Elementary,Redmond,WA,98052,53033,King County,5301,53048,53048,2017-2018
Sandburg Elementary,Kirkland,WA,98034,53033,King County,5301,53001,53001,2017-2018
Dickinson Elementary,Redmond,WA,98053,53033,King County,5301,53045,53045,2017-2018
Finn Hill Middle School,Kirkland,WA,98034,53033,King County,5301,53001,53001,2017-2018
Ready Start Preschool,Redmond,WA,98052,53033,King County,5301,53048,53048,2017-2018
Keller Elementary,Kirkland,WA,98034,53033,King County,5301,53045,53045,2017-2018
Mann Elementary,Redmond,WA,98052,53033,King County,5301,53048,53048,2017-2018
Muir Elementary,Kirkland,WA,98034,53033,King County,5301,53045,53045,2017-2018
Juanita Elementary,Kirkland,WA,98034,53033,King County,5301,53001,53001,2017-2018
Juanita High,Kirkland,WA,98034,53033,King County,5301,53045,53045,2017-2018
Kamiakin Middle School,Kirkland,WA,98034,53033,King County,5301,53045,53045,2017-2018
Kirkland Middle School,Kirkland,WA,98033,53033,King County,5301,53045,53045,2017-2018
Community School,Kirkland,WA,98033,53033,King County,5301,53048,53048,2017-2018
Lake Washington High,Kirkland,WA,98033,53033,King County,5301,53048,53048,2017-2018
Lakeview Elementary,Kirkland,WA,98033,53033,King County,5301,53048,53048,2017-2018
Twain Elementary,Kirkland,WA,98033,53033,King County,5301,53048,53048,2017-2018
Kirk Elementary,Kirkland,WA,98033,53033,King County,5301,53048,53048,2017-2018
Redmond Elementary,Redmond,WA,98052,53033,King County,5301,53048,53048,2017-2018
Redmond High,Redmond,WA,98052,53033,King County,5301,53045,53045,2017-2018
Redmond Middle School,Redmond,WA,98052,53033,King County,5301,53045,53045,2017-2018
Frost Elementary,Kirkland,WA,98034,53033,King County,5301,53045,53045,2017-2018
Rose Hill Elementary,Kirkland,WA,98033,53033,King County,5301,53048,53048,2017-2018
Rose Hill Middle School,Redmond,WA,98052,53033,King County,5301,53048,53048,2017-2018
Thoreau Elementary,Kirkland,WA,98034,53033,King County,5301,53001,53001,2017-2018
Eastlake High School,Sammamish,WA,98074,53033,King County,5308,53045,53045,2017-2018
Contractual Schools,Redmond,WA,98052,53033,King County,5301,53048,53048,2017-2018
Emerson High School,Kirkland,WA,98033,53033,King County,5301,53048,53048,2017-2018
Mead Elementary,Sammamish,WA,98074,53033,King County,5308,53045,53045,2017-2018
Evergreen Middle School,Redmond,WA,98053,53033,King County,5301,53045,53045,2017-2018
Rockwell Elementary,Redmond,WA,98052,53033,King County,5301,53045,53045,2017-2018
Northstar Middle School,Kirkland,WA,98033,53033,King County,5301,53048,53048,2017-2018
Alcott Elementary,Redmond,WA,98053,53033,King County,5301,53045,53045,2017-2018
Smith Elementary,Sammamish,WA,98074,53033,King County,5308,53045,53045,2017-2018
Wilder Elementary,Woodinville,WA,98077,53033,King County,5301,53045,53045,2017-2018
Mcauliffe Elementary,Sammamish,WA,98074,53033,King County,5308,53045,53045,2017-2018
Inglewood Middle School,Sammamish,WA,98074,53033,King County,5308,53045,53045,2017-2018
Discovery School,Kirkland,WA,98034,53033,King County,5301,53001,53001,2017-2018
Explorer Community School,Redmond,WA,98053,53033,King County,5301,53045,53045,2017-2018
International Community School,Kirkland,WA,98033,53033,King County,5301,53048,53048,2017-2018
Einstein Elementary,Redmond,WA,98052,53033,King County,5301,53045,53045,2017-2018
Blackwell Elementary,Sammamish,WA,98074,53033,King County,5308,53045,53045,2017-2018
Emerson K-12,Kirkland,WA,98033,53033,King County,5301,53048,53048,2017-2018
Environmental & Adventure School,Kirkland,WA,98034,53033,King County,5301,53001,53001,2017-2018
Futures School,Kirkland,WA,98034,53033,King County,5301,53045,53045,2017-2018
Stella Schola,Redmond,WA,98052,53033,King County,5301,53048,53048,2017-2018
Renaissance School,Sammamish,WA,98074,53033,King County,5308,53045,53045,2017-2018
Rosa Parks Elementary,Redmond,WA,98053,53033,King County,5301,53045,53045,2017-2018
Carson Elementary,Sammamish,WA,98074,53033,King County,5308,53045,53045,2017-2018
Washington Network for Innovative Careers,Redmond,WA,98052,53033,King County,5301,53048,53048,2017-2018
Tesla STEM High School,Redmond,WA,98053,53033,King County,5301,53045,53045,2017-2018
Lakewood Elementary School,Marysville,WA,98223,53061,Snohomish County,5302,53038,53038,2017-2018
Lakewood Middle School,Marysville,WA,98271,53061,Snohomish County,5302,53038,53038,2017-2018
Lakewood High School,Arlington,WA,98223,53061,Snohomish County,5302,53038,53038,2017-2018
English Crossing Elementary,Marysville,WA,98271,53061,Snohomish County,5302,53038,53038,2017-2018
Cougar Creek Elementary School,Arlington,WA,98223,53061,Snohomish County,5302,53038,53038,2017-2018
Lakewood NWESD 189 Open Door Program,Marysville,WA,98270,53061,Snohomish County,5302,53038,53038,2017-2018
Lamont Middle School,Lamont,WA,99017,53075,Whitman County,5305,53009,53009,2017-2018
Liberty High School,SPANGLE,WA,99031,53063,Spokane County,5305,53009,53009,2017-2018
Liberty Jr High & Elementary,SPANGLE,WA,99031,53063,Spokane County,5305,53009,53009,2017-2018
Lind Elementary School,Lind,WA,99341,53001,Adams County,5304,53009,53009,2017-2018
Lind-Ritzville High School,Ritzville,WA,99169,53001,Adams County,5304,53009,53009,2017-2018
Lind-Ritzville Middle School,Lind,WA,99341,53001,Adams County,5304,53009,53009,2017-2018
Cascade Middle School,Longview,WA,98632,53015,Cowlitz County,5303,53019,53019,2017-2018
Columbia Heights Elementary,Longview,WA,98632,53015,Cowlitz County,5303,53019,53019,2017-2018
Kessler Elementary School,Longview,WA,98632,53015,Cowlitz County,5303,53019,53019,2017-2018
Mark Morris High School,Longview,WA,98632,53015,Cowlitz County,5303,53019,53019,2017-2018
Mint Valley Elementary,Longview,WA,98632,53015,Cowlitz County,5303,53019,53019,2017-2018
Monticello Middle School,Longview,WA,98632,53015,Cowlitz County,5303,53019,53019,2017-2018
Olympic Elementary School,Longview,WA,98632,53015,Cowlitz County,5303,53019,53019,2017-2018
R A Long High School,Longview,WA,98632,53015,Cowlitz County,5303,53019,53019,2017-2018
Robert Gray Elementary,Longview,WA,98632,53015,Cowlitz County,5303,53019,53019,2017-2018
Saint Helens Elementary,Longview,WA,98632,53015,Cowlitz County,5303,53019,53019,2017-2018
Columbia Valley Garden Elem Schl,Longview,WA,98632,53015,Cowlitz County,5303,53019,53019,2017-2018
Longview School District Special Services,Longview,WA,98632,53015,Cowlitz County,5303,53019,53019,2017-2018
Broadway Learning Center,Longview,WA,98632,53015,Cowlitz County,5303,53019,53019,2017-2018
Northlake Elementary School,Longview,WA,98632,53015,Cowlitz County,5303,53019,53019,2017-2018
Mt. Solo Middle School,Longview,WA,98632,53015,Cowlitz County,5303,53019,53019,2017-2018
Discovery High School,Longview,WA,98632,53015,Cowlitz County,5303,53019,53019,2017-2018
Discovery High School-Achieve,Longview,WA,98632,53015,Cowlitz County,5303,53019,53019,2017-2018
Loon Lake Elementary School,Loon Lake,WA,99148,53065,Stevens County,5305,53007,53007,2017-2018
Loon Lake Homelink Program,Loon Lake,WA,99148,53065,Stevens County,5305,53007,53007,2017-2018
Lopez Middle High School,Lopez Island,WA,98261,53055,San Juan County,5302,53040,53040,2017-2018
Lopez Elementary School,Lopez Island,WA,98261,53055,San Juan County,5302,53040,53040,2017-2018
Decatur Elementary,Anacortes,WA,98221,53055,San Juan County,5302,53040,53040,2017-2018
CVA-Lopez Island,Lopez Island,WA,98261,53055,San Juan County,5302,53040,53040,2017-2018
Carnation Elementary School,Carnation,WA,98014,53033,King County,5301,53005,53005,2017-2018
Cherry Valley Elementary School,Duvall,WA,98019,53033,King County,5301,53045,53045,2017-2018
Cedarcrest High School,Duvall,WA,98019,53033,King County,5301,53045,53045,2017-2018
Tolt Middle School,Carnation,WA,98014,53033,King County,5301,53005,53005,2017-2018
Stillwater Elementary,Carnation,WA,98014,53033,King County,5301,53005,53005,2017-2018
Eagle Rock Multiage School,Duvall,WA,98019,53033,King County,5301,53045,53045,2017-2018
CLIP,Carnation,WA,98014,53033,King County,5301,53005,53005,2017-2018
PARADE,Carnation,WA,98014,53033,King County,5301,53005,53005,2017-2018
Choice,Carnation,WA,98014,53033,King County,5301,53005,53005,2017-2018
Dallesport Elementary,Dallesport,WA,98635,53039,Klickitat County,5303,53014,53014,2017-2018
Lyle High School,Lyle,WA,98635,53039,Klickitat County,5303,53014,53014,2017-2018
Lyle Middle School,Lyle,WA,98635,53039,Klickitat County,5303,53014,53014,2017-2018
Student Success Open Doors Academy,Lyle,WA,98635,53039,Klickitat County,5303,53014,53014,2017-2018
Fisher Elementary School,LYNDEN,WA,98264,53073,Whatcom County,5301,53042,53042,2017-2018
Lynden Middle School,LYNDEN,WA,98264,53073,Whatcom County,5301,53042,53042,2017-2018
Lynden High School,LYNDEN,WA,98264,53073,Whatcom County,5301,53042,53042,2017-2018
Isom Elementary School,LYNDEN,WA,98264,53073,Whatcom County,5301,53042,53042,2017-2018
Vossbeck Elementary School,LYNDEN,WA,98264,53073,Whatcom County,5301,53042,53042,2017-2018
Lynden Special Services,LYNDEN,WA,98264,53073,Whatcom County,5301,53042,53042,2017-2018
Lynden Academy,Lynden,WA,98264,53073,Whatcom County,5301,53042,53042,2017-2018
IMPACT Reengagement Program,Lynden,WA,98264,53073,Whatcom County,5301,53042,53042,2017-2018
Artz Fox Elementary,Mabton,WA,98935,53077,Yakima County,5304,53015,53015,2017-2018
Mabton Jr. Sr. High,Mabton,WA,98935,53077,Yakima County,5304,53015,53015,2017-2018
Mabton Step Up To College,Grandview,WA,98930,53077,Yakima County,5304,53015,53015,2017-2018
